date,CPI,CCI,Web_Visits,Web_Visitors,Avg_Temp (C),Avg_Min (C),Avg_Max (C),Avg_Sum_Rainfall (mm),Google_Search_Trend,NPS Score,New Years Day,Good Friday,Easter Sunday,Easter Monday,May Bank Holiday,Spring Bank Holiday,Halloween,Guy Fawkes Day,Christmas Day,Boxing Day,October Holiday Dates A,October Holiday Dates C,Christmas Holiday Dates A,February Holiday Dates A,February Holiday Dates C,Easter Holiday Dates A,May Holiday Dates A,Summer Holiday Dates A
03/09/2018,2.4,100.4408,888552,789373,14.15910082,10.12846677,17.98918542,8.309428571,406,54.179016,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1
10/09/2018,2.4,100.4408,849592,754062,14.13640328,10.49662044,17.61401099,11.91567033,385,54.179016,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0
17/09/2018,2.4,100.4408,756325,671416,13.36967992,10.25710797,17.21382784,41.5303956,385,54.179016,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0
24/09/2018,2.4,100.4408,784981,696503,11.24981511,6.34537851,15.83843973,0.441708791,357,54.179016,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0
01/10/2018,2.4,100.3129,851092,759152,11.42290249,7.675279086,15.06338305,11.96660989,364,53.22449,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0
08/10/2018,2.4,100.3129,771515,686181,14.41047445,10.54275685,18.27803942,32.47082967,357,53.22449,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0
15/10/2018,2.4,100.3129,896549,796488,11.17752486,7.370835514,14.98349468,20.57679121,378,53.22449,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0
22/10/2018,2.4,100.3129,998516,881035,8.209597942,4.9138322,11.25176609,9.314263736,441,53.22449,0,0,0,0,0,0,0,0,0,0,1,,0,0,,0,0,0
29/10/2018,2.4,100.3129,801221,710860,6.84392988,2.793236525,10.30958922,17.36271429,371,53.22449,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0
05/11/2018,2.3,100.1485,755228,684628,9.990640509,7.225588099,12.41482355,46.67622523,315,48.758278,0,0,0,0,0,0,0,1,0,0,0,,0,0,,0,0,0
12/11/2018,2.3,100.1485,700630,630227,10.56349206,8.270200244,12.6981221,10.97782418,294,48.758278,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0
19/11/2018,2.3,100.1485,673919,609226,6.148359185,3.901129049,7.761686188,3.151843305,280,48.758278,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0
26/11/2018,2.3,99.9577,741183,669365,8.481487942,5.744075075,10.71727523,42.07522405,294,51.670146,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0
03/12/2018,2.1,99.9577,763868,689960,8.099729635,5.078689168,10.31052677,40.33087363,280,51.670146,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0
10/12/2018,2.1,99.9577,671633,606414,4.624019452,2.310198364,6.81443259,22.5381085,280,51.670146,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0
17/12/2018,2.1,99.9577,598825,539218,7.481781305,5.225492357,9.405615814,38.55099111,259,51.670146,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0
24/12/2018,2.1,99.9577,1002158,885597,7.315950656,4.73915919,9.347437888,10.10846377,406,51.670146,0,0,0,0,0,0,0,0,1,1,0,,1,0,,0,0,0
31/12/2018,2.1,99.9577,135239,119049,8.669312169,7.833333333,9.378306878,0.483809524,64,51.670146,0,0,0,0,0,0,0,0,0,0,0,,1,0,,0,0,0
